FinalPnL
-11.8175
10.1245
3.70666
-11.8175
15.0695
28.6559
-11.8175
-11.8175
-11.8175
-11.8175
29.1716
-2.41807
94.6106
-11.8175
1.49419
7.81036
-11.8175
4.19855
-11.8175
-11.8175
-11.8175
-11.8175
34.8232
17.1419
-11.8175
47.8515
4.70526
-11.8175
2.28824
-11.8175
20.8855
-11.8175
-11.8175
15.5383
13.8336
-11.8175
-11.8175
-11.8175
-9.41753
2.00584
21.5343
11.1673
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
28.0836
-11.8175
1.26966
-11.8175
-11.8175
16.3363
-11.8175
-6.97121
-11.8175
-11.8175
-3.16949
-11.8175
2.96535
-3.10434
-11.8175
-11.8175
-11.8175
23.0031
-11.8175
-11.8175
-11.8175
52.8704
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
12.237
-6.08153
-11.8175
-11.8175
3.2938
-11.8175
-11.8175
-11.8175
-0.412089
-11.8175
-4.52012
1.21277
-11.8175
-11.8175
-1.06664
39.1823
1.83805
5.86916
-11.587
-11.8175
20.5893
-11.8175
-11.8175
-11.8175
-11.8175
-8.61336
31.6061
-10.9303
6.66741
-11.8175
-3.01475
-11.8175
-4.33551
-11.8175
7.84121
-11.8175
43.8906
-11.8175
-11.8175
-11.8175
17.7441
-11.8175
34.8891
4.62603
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
25.6362
-11.8175
-11.8175
12.9865
28.2927
-11.8175
-11.8175
-11.8175
18.9563
32.2999
-5.15011
-11.8175
5.30212
15.0837
-11.8175
-6.53441
-11.8175
21.2742
-11.8175
-11.8175
-10.7794
-6.90951
-2.95398
7.41794
-11.8175
-11.8175
10.7189
-11.8175
-11.8175
-11.8175
-11.8175
21.3538
-11.8175
-6.91858
-11.8175
-1.35189
-11.8175
-11.8175
-11.8175
7.78415
-11.8175
-11.8175
35.6081
-11.8175
-6.89876
23.418
-11.8175
-11.8175
-0.855151
11.9333
-11.8175
10.7656
-11.8175
26.2603
28.9796
36.1083
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
6.79302
3.33774
-11.8175
-11.8175
4.03057
-1.87274
-11.8175
-7.47553
-11.8175
22.3013
-11.8175
2.09683
23.5506
-4.36966
-11.8175
-11.8175
-10.9424
-11.8175
1.6364
10.8862
3.81177
55.6857
-11.8175
21.0529
-11.8175
-11.8175
-11.8175
-11.8175
8.95312
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
3.70498
-11.8175
-11.8175
-11.8175
47.5828
29.0994
9.58671
-11.8175
-11.8175
35.3775
-5.37901
-1.68772
-11.8175
3.60199
12.1744
-11.8175
-11.8175
74.6121
-11.8175
-11.8175
-11.8175
24.5901
-11.8175
-6.67137
-11.8175
6.94738
-11.8175
-9.26352
-11.8175
-9.56204
-5.93294
-11.8175
32.9652
-11.8175
63.4142
-11.8175
-11.8175
34.825
-11.8175
12.6916
-11.8175
-11.8175
-11.8175
15.4155
-11.8175
-4.09827
54.3185
-8.76235
-11.8175
-11.8175
16.142
-11.8175
-11.8175
1.82786
37.4608
19.8296
-11.8175
-11.8175
-11.8175
-11.2685
-11.8175
-11.8175
-11.8175
-2.66331
-11.8175
72.562
47.4451
-11.8175
-11.8175
12.2448
10.9533
-11.8175
-11.8175
-11.8175
-11.8175
27.8072
-11.8175
70.1827
-11.8175
-11.8175
-9.66691
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-5.8252
-11.8175
29.5998
41.3954
28.3402
-3.33045
-11.8175
-11.8175
-4.87088
-11.8175
8.30081
-11.8175
-11.8175
14.7947
-11.8175
-11.8175
26.9829
4.35012
-11.8175
29.6143
-11.8175
-11.8175
-11.8175
-4.25846
-11.8175
-11.8175
16.0458
-11.8175
-11.8175
20.873
21.8623
5.51017
22.6023
0.518152
-11.8175
-11.8175
-11.8175
19.3388
-11.8175
-11.8175
-6.12864
-11.8175
-8.08231
5.05413
-11.8175
-2.35806
-8.68483
3.88453
-11.8175
-11.8175
17.8487
15.4024
18.7524
4.33651
4.34707
-3.6368
-11.8175
42.8164
-11.8175
-11.8175
48.9143
23.0371
-11.8175
1.65385
-11.8175
-6.14812
-11.8175
-11.8175
2.41144
-11.8175
-11.8175
-11.8175
38.8433
-9.26693
45.7918
61.3762
-11.8175
-11.8175
40.6259
-11.8175
2.20735
7.72276
-11.8175
21.3722
-11.8175
-11.8175
-11.8175
-11.8175
-9.49164
-11.8175
15.2576
-11.8175
-3.18587
-11.8175
21.3047
-11.8175
-10.1413
-11.8175
-11.8175
-6.61016
-4.33392
6.4327
-11.8175
52.76
8.2162
12.5262
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
21.8003
-11.8175
23.4609
-10.1531
-11.8175
-11.8175
-3.51222
-4.14272
1.94169
-11.8175
-11.8175
6.49282
-11.8175
0.98342
-11.8175
-11.8175
-11.8175
-10.1917
-7.18485
-11.8175
-11.8175
-11.8175
36.404
20.1649
-11.8175
-6.94112
7.04263
-11.8175
73.1226
-11.8033
-3.98504
-11.8175
-11.8175
-11.8175
-3.79205
0.680141
5.96671
-6.05149
18.0314
-11.8175
4.61118
-11.8175
3.36978
-11.8175
20.4322
12.7863
60.2442
-11.8175
-10.5966
29.4543
6.39287
-11.8175
1.87608
32.0952
15.2744
-11.8175
32.8168
-11.8175
-11.8175
11.8713
10.6241
-5.5405
1.22818
-11.8175
1.16804
-5.94806
-11.8175
-11.8175
-2.04481
-11.8175
13.4438
36.6376
-11.8175
-11.8175
32.4829
5.81463
-9.38526
7.4843
1.68532
-10.2314
3.59732
30.1881
15.8403
6.37213
14.2026
-11.8175
-11.8175
4.49875
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
21.9622
-11.8175
31.5861
-11.8175
-11.8175
-4.81273
24.9788
14.5568
-8.95763
-11.8175
34.8635
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
12.5509
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
6.55665
-8.23702
-11.8175
21.7556
8.4603
-10.9805
-7.93885
-11.8175
-11.8175
-11.8175
-11.8175
30.6955
-4.73115
20.0128
29.7238
-11.8175
19.7718
-2.11332
-11.8175
5.22279
-11.8175
21.0776
-11.8175
-11.8175
49.8722
20.4225
