FinalPnL
-11.8175
-10.7095
-11.8175
-11.8175
-7.87819
21.1222
-10.6337
49.9976
11.1332
25.2801
35.2079
28.7394
2.68093
-11.8175
6.17603
-11.8175
-11.8175
-11.8175
19.1772
-11.8175
-0.567768
49.2775
-1.11927
-11.8175
6.1946
-11.8175
17.9021
16.6769
57.6157
-11.8175
-11.8175
-11.8175
13.0111
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
16.7468
-5.88966
-11.8175
-11.8175
17.4956
-11.8175
17.7432
-11.8175
-11.8175
-5.84654
1.29238
-7.67241
40.0604
9.45686
-2.79704
1.9877
9.21521
-11.8175
11.2485
-8.39461
-6.72316
-3.22626
-11.8175
-11.8175
-5.21879
-11.8175
-11.8175
12.7066
-11.8175
-11.8175
-3.22265
-11.8175
-1.67112
7.09052
-11.8175
-2.37873
-6.27045
-11.8175
-11.8175
12.3267
16.9134
-6.98174
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
-4.11851
-11.8175
-11.8175
-11.8175
49.4375
26.4418
2.60166
-11.8175
-11.8175
-11.8175
-1.99947
9.41933
-0.555415
0.0629501
-11.8175
-11.8175
4.08271
23.8798
11.0721
-11.8175
-11.8175
-11.0828
-11.8175
40.7496
81.4133
-11.8175
-11.8175
-7.71665
-11.8175
18.945
-11.8175
-11.8175
-11.8175
-11.8175
0.496232
33.8725
-11.8175
-11.8175
17.1353
-11.8175
-11.8175
-11.8175
-11.8175
-0.723529
-2.1729
37.5658
12.1176
-11.8175
-11.8175
-11.8175
18.7512
-11.8175
-11.8175
-11.8175
22.0308
-11.8175
1.40233
8.71135
-11.8175
22.5137
-9.80424
-5.77155
8.21203
-11.1948
-11.8175
-5.31889
-11.8175
-11.8175
-11.8175
18.6765
16.7323
18.1396
-11.8175
9.60234
-11.8175
-11.8175
-11.8175
24.3594
-11.8175
6.62225
-11.8175
-11.8175
-11.8175
-5.20182
-11.8175
-11.8175
-11.8175
3.41871
-11.8175
55.2641
-11.8175
-11.8175
-11.8175
-11.8175
-0.323835
-11.6405
-11.8175
3.38641
-0.0821431
-11.8175
7.09435
-11.8175
-11.8175
1.88047
46.532
-11.8175
54.884
-11.8175
-7.75036
-4.94178
-11.8175
-11.8175
-11.8175
-11.8175
14.8802
-11.8175
-11.8175
6.45065
8.19359
12.9544
4.02876
-1.38821
65.9462
29.3703
37.028
-11.8175
-6.05086
37.157
15.3021
-11.8175
12.4426
-11.8175
29.1888
-0.921933
0.878606
-11.8175
-11.8175
5.90932
-11.8175
-10.6621
9.73465
-11.8175
-11.8175
0.113145
6.0996
4.04788
-3.16371
-11.8175
29.1881
-11.8175
-11.8175
41.3608
15.5653
13.7993
-11.8175
-11.8175
2.90584
-5.625
-8.00344
-8.34554
28.9852
28.1259
-11.8175
18.5857
-0.730438
-11.8175
19.6795
-11.8175
-9.52244
-11.8175
-11.8175
12.7536
-11.8175
-11.8175
-11.8175
13.7093
-11.8175
44.4515
-11.8175
-11.8175
-11.8175
-11.8175
35.1504
-11.8175
6.04308
-11.8175
8.53503
-11.7005
-11.8175
-6.71852
37.9414
67.366
-11.8175
-2.12293
-11.8175
37.2414
-11.8175
19.6478
-11.8175
3.19746
-4.03208
-11.8175
-11.8175
-11.8175
2.32414
-11.8175
5.61495
-11.8175
3.03677
-11.8175
-11.8175
53.7776
-11.8175
-11.8175
-11.8175
6.87059
33.6123
21.035
-11.8175
3.25343
-11.8175
-5.37651
14.2825
5.8766
-11.8175
-11.8175
-9.12636
-11.8175
-11.395
-11.8175
8.12896
1.64876
-11.8175
-11.8175
-11.8175
15.4222
-11.8175
39.6967
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
22.162
19.9606
-11.8175
-11.8175
-11.8175
-11.8175
-10.3811
20.3781
-11.8175
-11.8175
-11.8175
-11.8175
-11.8175
35.8758
17.1795
-6.27495
-11.8175
-11.8175
9.90126
5.03454
6.80038
27.319
-11.8175
-11.8175
67.3108
-11.8175
-3.97165
-11.8175
9.78857
24.7752
-11.8175
6.57121
-7.40528
-11.8175
-11.8175
36.5264
-0.861635
-7.42646
-11.8175
10.1524
1.11646
-11.8175
-5.4695
24.3998
0.739741
-3.08152
-3.71703
-11.8175
40.1901
-11.8175
-11.8175
-11.8175
7.55258
-11.8175
6.33256
6.22023
-11.8175
-11.8175
-11.8175
-10.1556
-11.8175
-11.8175
-11.8175
6.88822
-11.8175
-0.978387
-0.685551
-11.8175
-11.8175
-11.8175
-11.8175
1.54737
74.0536
18.2826
12.4867
7.90435
-11.2273
-11.8175
-11.8175
-11.8175
-11.8175
-5.93292
0.351023
-2.74627
-11.8175
-11.8175
-11.8175
16.0442
14.8512
-9.09662
42.4444
-4.00067
-11.8175
-1.928
-11.8175
58.8157
4.65324
-1.56181
18.9714
4.08886
-11.8175
-11.8175
8.50329
32.2362
-11.0775
